UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long
AUTO THEFT,190680509,3/9/2019,2786 OLD HAPEVILLE RD SW,312,Glenrose Heights,Z,33.67904,-84.39327
AUTO THEFT,190681110,3/9/2019,1999 BENT CREEK WAY SW,410,Campbellton Road,R,33.70087,-84.46574
AUTO THEFT,190672298,3/8/2019,3312 PIEDMONT RD NE,208,Buckhead Forest,B,33.84519,-84.37227
AUTO THEFT,190672078,3/8/2019,I-75 SB EXPY NW / DEERING RD NW,204,Underwood Hills,D,33.80515,-84.41333
AUTO THEFT,190671385,3/8/2019,398 BOULEVARD NE,603,Old Fourth Ward,M,33.76538,-84.37204
AUTO THEFT,190670899,3/8/2019,2637 OLD HAPEVILLE RD SW,310,Browns Mill Park,Z,33.68294,-84.39417
AUTO THEFT,190670850,3/8/2019,1919 METROPOLITAN PKWY,306,Sylvan Hills,X,33.70278,-84.41017
AUTO THEFT,190670721,3/8/2019,2795 PEACHTREE RD NE,206,Garden Hills,B,33.83103,-84.38578
AUTO THEFT,190670642,3/8/2019,450 CAPITOL AVE SE @CARTER HALL,304,Summerhill,V,33.74229,-84.38686
LARCENY-NON VEHICLE,190671074,3/8/2019,1163 METROPOLITAN PKWY SW,301,Adair Park,V,33.72317,-84.40816
LARCENY-NON VEHICLE,190670202,3/8/2019,2450 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82279,-84.36773
LARCENY-NON VEHICLE,190671386,3/8/2019,1791 S GORDON ST SW,404,Westwood Terrace,I,33.73862,-84.44696
LARCENY-NON VEHICLE,190671413,3/8/2019,2084 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70648,-84.45706
LARCENY-NON VEHICLE,190671404,3/8/2019,3391 PEACHTREE RD NE @SWISS HOTEL,210,Lenox,B,33.84886,-84.36517
LARCENY-NON VEHICLE,190670968,3/8/2019,348 MITCHELL ST SW,507,Castleberry Hill,M,33.75372,-84.39899
LARCENY-NON VEHICLE,190670776,3/8/2019,3098 PIEDMONT RD NE,206,Buckhead Village,B,33.84016,-84.3702
LARCENY-NON VEHICLE,190671724,3/8/2019,1057 EUCLID AVE NE,602,Inman Park,N,33.76276,-84.35246
LARCENY-FROM VEHICLE,190670405,3/8/2019,199 NORTHSIDE DR SW,101,Atlanta University Center,T,33.74928,-84.40479
LARCENY-FROM VEHICLE,190670363,3/8/2019,923 LEE ST SW,401,West End,T,33.72991,-84.41607
LARCENY-FROM VEHICLE,190670300,3/8/2019,639 SEMINOLE AVE NE,602,Poncey-Highland,N,33.77185,-84.35039
LARCENY-FROM VEHICLE,190670634,3/8/2019,931 VIRGINIA CIR NE,601,Virginia Highland,F,33.7809,-84.35688
LARCENY-FROM VEHICLE,190671220,3/8/2019,2829 PEACHTREE RD NE,206,Garden Hills,B,33.83197,-84.38462
LARCENY-FROM VEHICLE,190671629,3/8/2019,161 Peachtree Center Ave NE,508,Downtown,M,33.76099,-84.38756
LARCENY-FROM VEHICLE,190672290,3/8/2019,230 10TH ST NE,502,Midtown,E,33.78187,-84.37981
LARCENY-FROM VEHICLE,190672299,3/8/2019,29 BAKER ST NW,508,Downtown,M,33.76235,-84.38852
LARCENY-FROM VEHICLE,190672308,3/8/2019,4475 ROSWELL RD NE,209,North Buckhead,B,33.87728,-84.37949
LARCENY-FROM VEHICLE,190672382,3/8/2019,740 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.76681,-84.36338
LARCENY-FROM VEHICLE,190670802,3/8/2019,60 ROGERS ST NE,609,Kirkwood,O,33.75615,-84.3293
LARCENY-FROM VEHICLE,190671120,3/8/2019,387 MARIETTA ST,508,Downtown,M,33.7636,-84.39709
BURGLARY-RESIDENCE,190670254,3/8/2019,1999 BENT CREEK WAY SW,410,Campbellton Road,R,33.70087,-84.46574
BURGLARY-RESIDENCE,190671307,3/8/2019,1400 DONNELLY AVE SW,402,West End,T,33.73586,-84.43137
BURGLARY-NONRES,190670563,3/8/2019,1230 PEACHTREE ST NE,502,Midtown,E,33.788,-84.38637
BURGLARY-NONRES,190670554,3/8/2019,679 JONES AVE NW,103,English Avenue,L,33.76445,-84.40973
BURGLARY-NONRES,190671685,3/8/2019,1085 LINDBERGH DR NE @VARSITY JR,212,Lindridge/Martin Manor,F,33.81842,-84.35253
LARCENY-NON VEHICLE,190671010,3/8/2019,787 CASCADE AVENUE SW,404,Westview,T,33.73384,-84.43758
LARCENY-NON VEHICLE,190670993,3/8/2019,2324 CASCADE ROAD SW,409,Adams Park,R,33.72186,-84.46462
LARCENY-NON VEHICLE,190670660,3/8/2019,610 SPRING ST NW,509,Downtown,M,33.77101,-84.38895
LARCENY-NON VEHICLE,190670951,3/8/2019,20 BROAD ST SW,511,Downtown,M,33.75312,-84.39208
LARCENY-NON VEHICLE,190670794,3/8/2019,3509 MARTIN LUTHER KING DR SW,111,Adamsville,H,33.7581,-84.50258
LARCENY-NON VEHICLE,190672051,3/8/2019,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,190672008,3/8/2019,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,190671990,3/8/2019,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-NON VEHICLE,190671499,3/8/2019,12 BROAD ST SW,511,Downtown,M,33.7532,-84.39201
LARCENY-NON VEHICLE,190671114,3/8/2019,835 MARTIN LUTHER KING JR DR NW ,102,Vine City,L,33.75504,-84.41457
LARCENY-NON VEHICLE,190671016,3/8/2019,1275 CAROLINE ST NE ,609,Edgewood,O,33.75674,-84.34619
AGG ASSAULT,190670153,3/8/2019,1142 BOOKER AVE SW,302,Pittsburgh,V,33.72369,-84.3974
AGG ASSAULT,190672232,3/8/2019,3540 N CAMP CREEK PKWY SW,414,,P,33.67051,-84.50299
AGG ASSAULT,190671219,3/8/2019,1010 GREENHAVEN DR SE,611,The Villages at East Lake,O,33.74151,-84.31291
AGG ASSAULT,190670162,3/8/2019,374 CLEVELAND AVE SW,311,Midtown,E,33.77957,-84.37432
AGG ASSAULT,190670500,3/8/2019,47 SPRINGSIDE DR SE,312,Glenrose Heights,Z,33.67601,-84.38778
AGG ASSAULT,190670916,3/8/2019,300 RICHARDSON ST SW,303,Mechanicsville,V,33.74065,-84.39702
ROBBERY-PEDESTRIAN,190670262,3/8/2019,757 CLEVELAND AVE ,309,Perkerson,X,33.68232,-84.41417
ROBBERY-PEDESTRIAN,190670120,3/8/2019,620 PEACHTREE ST NE @WINDSOR,505,Midtown,E,33.77159,-84.38619
AGG ASSAULT,190672197,3/8/2019,1148 WOODLAND AVE NE,213,Lindridge/Martin Manor,F,33.81491,-84.35019
AGG ASSAULT,190672196,3/8/2019,741 MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.82266,-84.3643
AGG ASSAULT,190671678,3/8/2019,49 DOROTHY ST,305,South Atlanta,Y,33.71066,-84.38366
AGG ASSAULT,190670941,3/8/2019,812 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73805,-84.41443
AGG ASSAULT,190662332,3/7/2019,2649 HEDGEWOOD LN NW,111,Westhaven,I,33.75792,-84.47447
ROBBERY-PEDESTRIAN,190662108,3/7/2019,2850 DEARWOOD DR SW,311,Hammond Park,X,33.67722,-84.40464
HOMICIDE,190660128,3/7/2019,78 GARDENIA DR NW,105,West Lake,J,33.75726,-84.44117
BURGLARY-RESIDENCE,190660459,3/7/2019,1999 BENT CREEK WAY SW,410,Campbellton Road,R,33.70087,-84.46574
BURGLARY-RESIDENCE,190660294,3/7/2019,1725 SHIRLEY ST SW,404,Westwood Terrace,I,33.73761,-84.45074
LARCENY-NON VEHICLE,190660721,3/7/2019,835 MARTIN LUTHER KING JR DR NW ,102,Vine City,L,33.75504,-84.41457
LARCENY-NON VEHICLE,190661783,3/7/2019,2539 PIEDMONT RD NE @TARGET - PIEDMONT,211,Lindbergh/Morosgo,B,33.82403,-84.36328
LARCENY-NON VEHICLE,190662138,3/7/2019,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-NON VEHICLE,190662057,3/7/2019,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68677,-84.49773
LARCENY-NON VEHICLE,190660090,3/7/2019,516 LEE ST SW,401,West End,T,33.74087,-84.41346
LARCENY-NON VEHICLE,190661139,3/7/2019,2841 GREENBRIAR PKWY SW MACYS,411,Greenbriar,R,33.68845,-84.49328
LARCENY-NON VEHICLE,190660758,3/7/2019,850 NORTHSIDE DR NW,504,Marietta Street Artery,E,33.77807,-84.40773
BURGLARY-RESIDENCE,190660374,3/7/2019,396 LINDEN AVE NE,603,Old Fourth Ward,M,33.77022,-84.37446
BURGLARY-NONRES,190660410,3/7/2019,398 14TH ST NW,501,Home Park,E,33.7861,-84.40021
BURGLARY-NONRES,190661731,3/7/2019,420 THOMASVILLE BLVD SE,308,Thomasville Heights,Z,33.70558,-84.35853
BURGLARY-RESIDENCE,190662396,3/7/2019,2516 HOSEA L WILLIAMS DR NE,611,East Lake,O,33.75123,-84.30447
BURGLARY-RESIDENCE,190660899,3/7/2019,86 MELDON AVE SE,305,South Atlanta,Y,33.71099,-84.38749
BURGLARY-RESIDENCE,190661539,3/7/2019,3 PEYTON PL SW,405,Harland Terrace,I,33.75406,-84.4767
LARCENY-FROM VEHICLE,190661651,3/7/2019,549 AMSTERDAM AVE NE,601,Virginia Highland,F,33.78788,-84.36904
LARCENY-FROM VEHICLE,190661040,3/7/2019,2014 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70708,-84.45553
LARCENY-FROM VEHICLE,190661298,3/7/2019,888 RALPH D ABERNATHY BLVD SW,401,West End,T,33.738,-84.41691
LARCENY-FROM VEHICLE,190661237,3/7/2019,360 PHARR RD NE,206,Buckhead Village,B,33.83752,-84.37574
LARCENY-FROM VEHICLE,190662016,3/7/2019,1093 HEMPHILL AVE NW,501,Home Park,E,33.78466,-84.40561
LARCENY-FROM VEHICLE,190662266,3/7/2019,1587 HOWELL MILL RD NW,207,Berkeley Park,D,33.79835,-84.41575
LARCENY-FROM VEHICLE,190662061,3/7/2019,1991 HOWELL MILL RD NW,205,Channing Valley,C,33.80902,-84.41277
LARCENY-FROM VEHICLE,190661039,3/7/2019,1094 HUFF RD NW,203,Blandtown,D,33.78859,-84.42401
LARCENY-FROM VEHICLE,190660595,3/7/2019,2470 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.82205,-84.35239
LARCENY-FROM VEHICLE,190660511,3/7/2019,829 HOLLYWOOD RD NW,110,Grove Park,J,33.77772,-84.45133
LARCENY-FROM VEHICLE,190661780,3/7/2019,15 PEACHTREE ST SW,511,Downtown,M,33.75369,-84.39043
LARCENY-NON VEHICLE,190660589,3/7/2019,306 BUCKHEAD AVE NE,206,Buckhead Village,B,33.83843,-84.37807
LARCENY-NON VEHICLE,190661400,3/7/2019,843 MENTELLE DR NE,506,Midtown,E,33.77769,-84.37371
LARCENY-NON VEHICLE,190660979,3/7/2019,68 ARMSTRONG ST SE,510,Downtown,M,33.75267,-84.38148
LARCENY-NON VEHICLE,190661418,3/7/2019,1174 MOBILE ST NW,105,Hunter Hills,K,33.76228,-84.42572
LARCENY-NON VEHICLE,190660501,3/7/2019,781 MAGNOLIA WAY NW,102,Vine City,L,33.75822,-84.41374
LARCENY-NON VEHICLE,190660659,3/7/2019,2980 JONESBORO RD SE,313,South River Gardens,Z,33.67386,-84.37063
AUTO THEFT,190660639,3/7/2019,749 GARIBALDI ST SW,303,Mechanicsville,V,33.7345,-84.39934
AUTO THEFT,190660308,3/7/2019,958 FOUNDERS DR SW,104,Harris Chiles,T,33.74441,-84.41989
AUTO THEFT,190662067,3/7/2019,950 W PEACHTREE ST NW @PUBLIX - W PEACHTREE,503,Midtown,E,33.78014,-84.38747
AUTO THEFT,190661904,3/7/2019,415 ARMOUR DR NE,212,,F,33.81267,-84.37412
AUTO THEFT,190650349,3/6/2019,3390 FAIRBURN RD SW,414,Ben Hill,P,33.6639,-84.52377
AUTO THEFT,190650706,3/6/2019,140 PINE ST NE @BUDGETEL INNS & SUITES,509,Downtown,M,33.7678,-84.38297
AUTO THEFT,190650470,3/6/2019,308 ANDERSON AVE NW,108,Dixie Hills,J,33.76361,-84.45138
AUTO THEFT,190650357,3/6/2019,1023 DILL AVE SW,301,Capitol View,X,33.71859,-84.4217
LARCENY-NON VEHICLE,190650785,3/6/2019,2968 HAPEVILLE RD SW,312,Glenrose Heights,Z,33.67371,-84.39317
LARCENY-NON VEHICLE,190651167,3/6/2019,244 SPENCE AVE SE,611,East Lake,O,33.74613,-84.296
LARCENY-NON VEHICLE,190651247,3/6/2019,1572 HARDEE ST NE @EDGEWOOD COURT APT,609,Edgewood,O,33.75565,-84.33665
LARCENY-NON VEHICLE,190650058,3/6/2019,1112 NORTHSIDE DR NW,501,Home Park,E,33.78509,-84.40756
LARCENY-NON VEHICLE,190651325,3/6/2019,144 MILLS ST NW,504,Downtown,M,33.76521,-84.39228
LARCENY-NON VEHICLE,190650679,3/6/2019,1350 SPRING ST NW,502,Midtown,E,33.7913,-84.38935
LARCENY-FROM VEHICLE,190650849,3/6/2019,345 SIMCA ST SE,313,Blair Villa/Poole Creek,Z,33.66185,-84.37888
LARCENY-FROM VEHICLE,190652167,3/6/2019,1284 W PACES FERRY RD NW,202,West Paces Ferry/Northside,A,33.84862,-84.42869
LARCENY-FROM VEHICLE,190651961,3/6/2019,1968 PEACHTREE RD NW,207,,E,33.81,-84.39583
LARCENY-FROM VEHICLE,190652165,3/6/2019,2875 OLDKNOW DR NW,112,Collier Heights,I,33.77205,-84.48178
LARCENY-FROM VEHICLE,190652124,3/6/2019,946 VIRGINIA AVE NE,601,Virginia Highland,F,33.78255,-84.35642
LARCENY-FROM VEHICLE,190651242,3/6/2019,96 HUTCHINSON ST NE,609,Edgewood,O,33.7562,-84.3408
LARCENY-FROM VEHICLE,190652211,3/6/2019,77 12TH ST NE,503,Midtown,E,33.78424,-84.38496
LARCENY-FROM VEHICLE,190652141,3/6/2019,3399 PEACHTREE RD NE @MARRIOTT LENOX,210,Lenox,B,33.8491,-84.36379
LARCENY-FROM VEHICLE,190650587,3/6/2019,1578 BEATIE AVE SW,301,Capitol View,X,33.71198,-84.41067
LARCENY-FROM VEHICLE,190650187,3/6/2019,121 LINDEN AVE NE,509,Downtown,M,33.76952,-84.38322
LARCENY-FROM VEHICLE,190650345,3/6/2019,574 SHANNON DR SW,301,Capitol View Manor,X,33.71695,-84.40647
LARCENY-NON VEHICLE,190650999,3/6/2019,950 W PEACHTREE ST NW @PUBLIX - W PEACHTREE,503,Midtown,E,33.78014,-84.38747
BURGLARY-NONRES,190650231,3/6/2019,2866 METROPOLITAN PKWY SW,311,Hammond Park,X,33.67677,-84.40829
BURGLARY-RESIDENCE,190652226,3/6/2019,2283 FAIRWAY CIR SW,413,Fairway Acres,P,33.68817,-84.53474
BURGLARY-RESIDENCE,190652135,3/6/2019,1999 BENT CREEK WAY SW,410,Campbellton Road,R,33.70087,-84.46574
LARCENY-NON VEHICLE,190651914,3/6/2019,543 BOULEVARD NE,603,Old Fourth Ward,M,33.76928,-84.3715
LARCENY-NON VEHICLE,190652191,3/6/2019,556 NORTHSIDE DR SW,303,Pittsburgh,V,33.74007,-84.40778
LARCENY-NON VEHICLE,190651767,3/6/2019,3393 PEACHTREE RD NE @Multiple,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,190651563,3/6/2019,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,190651043,3/6/2019,1235 CAROLINE ST NE,609,Edgewood,O,33.75789,-84.34797
BURGLARY-RESIDENCE,190650484,3/6/2019,1473 METROPOLITAN PKWY SW,301,Capitol View,X,33.71459,-84.40819
BURGLARY-RESIDENCE,190650954,3/6/2019,239 HARRIETT ST SE,305,South Atlanta,Y,33.71571,-84.38031
BURGLARY-RESIDENCE,190651343,3/6/2019,382 SAWTELL AVE SE,307,Lakewood Heights,Y,33.70712,-84.37636
AGG ASSAULT,190650851,3/6/2019,98 PRYOR ST SW,511,Downtown,M,33.75188,-84.39031
AGG ASSAULT,190651400,3/6/2019,42 AUBURN AVE NE,510,Downtown,M,33.75593,-84.38639
AGG ASSAULT,190650947,3/6/2019,340 DIXIE HILLS CIR NW,107,Grove Park,J,33.76471,-84.44971
AGG ASSAULT,190652182,3/6/2019,1870 CAMPBELLTON RD SW,408,,R,33.70939,-84.44964
AGG ASSAULT,190650037,3/6/2019,453 BOULEVARD NE,603,Old Fourth Ward,M,33.76678,-84.3718
AGG ASSAULT,190651549,3/6/2019,2592 BAKER RD NW,112,Collier Heights,I,33.7686,-84.47346
AGG ASSAULT,190650324,3/6/2019,537 BOULEVARD NE,603,Old Fourth Ward,M,33.7691,-84.37174
ROBBERY-PEDESTRIAN,190650165,3/6/2019,1212 JAMES JACKSON PKWY NW,113,Monroe Heights,G,33.79333,-84.47416
AGG ASSAULT,190640935,3/5/2019,565 WELLS ST SW,303,Mechanicsville,V,33.74005,-84.40649
AGG ASSAULT,190632099,3/5/2019,1031 CAMILLA ST,104,Ashview Heights,T,33.7506,-84.42171
AGG ASSAULT,190640392,3/5/2019,836 AMBER PL NW,114,Carroll Heights,H,33.77699,-84.51158
BURGLARY-RESIDENCE,190641377,3/5/2019,1220 MARTIN L KING JR DR SW,104,Mozley Park,K,33.75321,-84.4274
BURGLARY-RESIDENCE,190640583,3/5/2019,4 WHATLEY ST SE,307,Lakewood Heights,Y,33.70709,-84.37923
BURGLARY-RESIDENCE,190640525,3/5/2019,2701 MILESTONE WAY SW,414,Ben Hill,P,33.67984,-84.51565
LARCENY-NON VEHICLE,190642338,3/5/2019,1341 METROPOLITAN PKWY SW,301,Capitol View,X,33.71805,-84.40809
LARCENY-NON VEHICLE,190642192,3/5/2019,650 PONCE DE LEON AVE NE @WHOLE FOODS - PONCE,506,Midtown,E,33.77469,-84.36561
LARCENY-NON VEHICLE,190641373,3/5/2019,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.824,-84.36521
LARCENY-NON VEHICLE,190642010,3/5/2019,3393 PEACHTREE RD,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,190641844,3/5/2019,3393 PEACHTREE RD,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,190641664,3/5/2019,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457
LARCENY-NON VEHICLE,190641439,3/5/2019,835 MARTIN LUTHER KING JR DR,102,Vine City,L,33.75504,-84.41457
LARCENY-NON VEHICLE,190641403,3/5/2019,2690 METROPOLITAN PKWY SW,309,Perkerson,X,33.68169,-84.40737
LARCENY-NON VEHICLE,190641348,3/5/2019,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
BURGLARY-RESIDENCE,190640729,3/5/2019,870 WESTMONT RD SW,402,Oakland City,S,33.73148,-84.43712
BURGLARY-RESIDENCE,190642386,3/5/2019,532 BOULEVARD PL NE,603,Old Fourth Ward,M,33.77012,-84.36979
BURGLARY-NONRES,190640132,3/5/2019,2690 METROPOLITAN PKWY SW,309,Perkerson,X,33.68169,-84.40737
BURGLARY-NONRES,190641445,3/5/2019,2175 PIEDMONT RD NE,211,Lindridge/Martin Manor,F,33.81716,-84.36632
LARCENY-NON VEHICLE,190640435,3/5/2019,150 GARNETT ST SW @MUNICIPAL COURT,512,Downtown,M,33.7474,-84.39298
LARCENY-FROM VEHICLE,190640922,3/5/2019,1459 MORELAND AVE SE,607,Custer/McDonough/Guice,W,33.71443,-84.35009
LARCENY-FROM VEHICLE,190640598,3/5/2019,1411 BOULEVARD SE,305,Chosewood Park,Y,33.71577,-84.36885
LARCENY-FROM VEHICLE,190640708,3/5/2019,400 SINCLAIR AVE NE,602,Inman Park,N,33.76526,-84.35312
LARCENY-FROM VEHICLE,190640781,3/5/2019,3041 LANDRUM DR,409,Southwest,R,33.70649,-84.48782
LARCENY-FROM VEHICLE,190640978,3/5/2019,3755 CARMIA DR SW,414,Princeton Lakes,P,33.65571,-84.50908
LARCENY-FROM VEHICLE,190640988,3/5/2019,275 E LAKE BLVD SE,611,The Villages at East Lake,O,33.74533,-84.31429
LARCENY-FROM VEHICLE,190641255,3/5/2019,697 GLADSTONE RD NW,205,Springlake,C,33.81482,-84.4111
LARCENY-FROM VEHICLE,190642117,3/5/2019,857 COLLIER RD NW ,205,Wildwood (NPU-C),C,33.81036,-84.41606
LARCENY-FROM VEHICLE,190640357,3/5/2019,1903 DREW DR NW,110,West Highlands,G,33.79335,-84.45089
LARCENY-FROM VEHICLE,190640335,3/5/2019,210 LOCUST ST NE,610,Kirkwood,O,33.75854,-84.32501
LARCENY-FROM VEHICLE,190640341,3/5/2019,450 CAPITOL AVE SE @CARTER HALL,304,Summerhill,V,33.74229,-84.38686
LARCENY-FROM VEHICLE,190640543,3/5/2019,1253 AVON AVE SW,403,Oakland City,S,33.72258,-84.42896
LARCENY-FROM VEHICLE,190640347,3/5/2019,532 CLEVELAND AVE SW,311,Hammond Park,X,33.68116,-84.4059
LARCENY-FROM VEHICLE,190648067,3/5/2019,6000 N TERMINAL PKWY,705,,,33.64069,-84.44388
LARCENY-NON VEHICLE,190640261,3/5/2019,255 TRINITY AVE SW,512,Downtown,M,33.75082,-84.39623
LARCENY-NON VEHICLE,190640838,3/5/2019,817 W PEACHTREE ST NE,505,Midtown,E,33.77692,-84.38719
LARCENY-NON VEHICLE,190668065,3/5/2019,6000 S TERMINAL PKWY,702,,,33.63751,-84.44824
LARCENY-NON VEHICLE,190640776,3/5/2019,50 ALABAMA ST SW,511,Downtown,M,33.75194,-84.38964
LARCENY-NON VEHICLE,190641174,3/5/2019,1434 SYLVAN RD,306,Capitol View,X,33.71572,-84.41788
LARCENY-NON VEHICLE,190641772,3/5/2019,2845 GLENLOCKE CIR NW,113,Monroe Heights,G,33.79656,-84.48487
LARCENY-NON VEHICLE,190640821,3/5/2019,2309 HOSEA L WILLIAMS DR SE,611,Kirkwood,O,33.75081,-84.3117
LARCENY-NON VEHICLE,190641086,3/5/2019,1980 ARROW ST SW,306,Sylvan Hills,X,33.69948,-84.42492
AUTO THEFT,190642314,3/5/2019,229 WALKER ST SW,507,Castleberry Hill,M,33.74851,-84.40281
AUTO THEFT,190642057,3/5/2019,2572 LENOX RD NE,210,Pine Hills,B,33.82467,-84.35248
AUTO THEFT,190642023,3/5/2019,792 LAKE AVE NE,602,Inman Park,N,33.75863,-84.36194
AUTO THEFT,190640880,3/5/2019,205 16TH ST NW,501,Atlantic Station,E,33.79018,-84.39447
AUTO THEFT,190640569,3/5/2019,1144 OSBORNE ST SW,306,Sylvan Hills,X,33.7042,-84.42574
AUTO THEFT,190640402,3/5/2019,807 PLAINVILLE CIR SW,407,Boulder Park,H,33.73836,-84.51862
AUTO THEFT,190642203,3/5/2019,1371 KIMBERLY WAY SW,412,Ashley Courts,P,33.71771,-84.52315
AUTO THEFT,190640745,3/5/2019,85 SELMAN ST SE,606,Reynoldstown,N,33.7516,-84.35855
AUTO THEFT,190640443,3/5/2019,1544 PIEDMONT AVE NE @Multiple,213,Piedmont Heights,F,33.79789,-84.37101
AUTO THEFT,190641362,3/5/2019,1965 THOMASVILLE DR SE,308,Thomasville Heights,Z,33.69833,-84.35857
AUTO THEFT,190631860,3/4/2019,3755 CARMIA DR SW,414,Princeton Lakes,P,33.65571,-84.50908
AUTO THEFT,190631647,3/4/2019,263 WALKER ST SW,507,Castleberry Hill,M,33.74796,-84.4028
AUTO THEFT,190631139,3/4/2019,3535 PEACHTREE RD NE,210,Lenox,B,33.85182,-84.3595
AUTO THEFT,190630460,3/4/2019,2239 ADDISON PL NW,110,Carver Hills,G,33.80038,-84.46089
LARCENY-NON VEHICLE,190630363,3/4/2019,240 PEACHTREE ST NW,508,Downtown,M,33.76056,-84.38835
LARCENY-NON VEHICLE,190631868,3/4/2019,74 NORTHSIDE DR SW ,507,Castleberry Hill,M,33.75267,-84.40252
LARCENY-NON VEHICLE,190630862,3/4/2019,921 WESTMORELAND CIR NW,110,West Highlands,G,33.79009,-84.44969
LARCENY-NON VEHICLE,190630623,3/4/2019,510 N HIGHLAND AVE NE,602,Inman Park,N,33.76812,-84.35266
LARCENY-NON VEHICLE,190630621,3/4/2019,2175 PIEDMONT RD NE,211,Lindridge/Martin Manor,F,33.81716,-84.36632
LARCENY-NON VEHICLE,190631967,3/4/2019,75 PONCE DE LEON,505,Midtown,E,33.77199,-84.3844
LARCENY-FROM VEHICLE,190621775,3/4/2019,656 PRYOR ST SW,303,Mechanicsville,V,33.73699,-84.39438
LARCENY-FROM VEHICLE,190630003,3/4/2019,30 IVAN ALLEN,508,Downtown,M,33.76478,-84.38752
LARCENY-FROM VEHICLE,190630345,3/4/2019,3434 PEACHTREE RD NE @RITZ CARLTON HOTEL,208,North Buckhead,B,33.85037,-84.3634
LARCENY-FROM VEHICLE,190630360,3/4/2019,1130 ROSEDALE DR NE,601,Virginia Highland,F,33.77998,-84.3503
LARCENY-FROM VEHICLE,190630508,3/4/2019,3389 ARDLEY RD SW,406,Green Acres Valley,I,33.72907,-84.49923
LARCENY-FROM VEHICLE,190630526,3/4/2019,1603 CLIFTON TER NE,608,Druid Hills,N,33.77157,-84.33514
LARCENY-FROM VEHICLE,190630585,3/4/2019,4382 CAMPBELLTON RD SW,413,Elmco Estates,P,33.69544,-84.53135
LARCENY-FROM VEHICLE,190630637,3/4/2019,2355 PEACHTREE RD NE,211,Peachtree Hills,B,33.8189,-84.38858
LARCENY-FROM VEHICLE,190631971,3/4/2019,1124 DEKALB AVE NE,602,Inman Park,N,33.75912,-84.35104
LARCENY-FROM VEHICLE,190630787,3/4/2019,3200 LENOX RD NE,210,Pine Hills,B,33.84293,-84.35825
LARCENY-FROM VEHICLE,190630805,3/4/2019,88 WADDELL ST NE,602,Inman Park,N,33.75654,-84.36351
LARCENY-FROM VEHICLE,190631976,3/4/2019,3861 ROSWELL RD NE,209,North Buckhead,B,33.8596,-84.37979
LARCENY-FROM VEHICLE,190632097,3/4/2019,1419  MILLER AVE NE ,608,Candler Park,N,33.76574,-84.341
LARCENY-FROM VEHICLE,190632122,3/4/2019,1968 PEACHTREE RD NW,207,,E,33.80881,-84.3951
LARCENY-FROM VEHICLE,190631696,3/4/2019,2841 GREENBRIAR PKWY SW @PLANET FITNESS,411,Greenbriar,R,33.68677,-84.49773
LARCENY-FROM VEHICLE,190631737,3/4/2019,375 MILLEDGE AVE SE,605,Grant Park,W,33.73868,-84.37534
LARCENY-FROM VEHICLE,190631879,3/4/2019,707 PARK AVE NE ,208,North Buckhead,B,33.85446,-84.3615
LARCENY-FROM VEHICLE,190630599,3/4/2019,3833 PRINCETON LAKES CT SW,414,Princeton Lakes,P,33.65738,-84.51309
LARCENY-NON VEHICLE,190631633,3/4/2019,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457
LARCENY-NON VEHICLE,190631629,3/4/2019,3050 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75177,-84.4857
LARCENY-NON VEHICLE,190631424,3/4/2019,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-NON VEHICLE,190631017,3/4/2019,2482 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75219,-84.46878
LARCENY-NON VEHICLE,190631865,3/4/2019,25 PEACHTREE ST SE,510,Downtown,M,33.75445,-84.38954
LARCENY-NON VEHICLE,190630775,3/4/2019,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
